#British English to Estonian (no proper nouns)
aargh,aah
sheal,lüdima
shealing,kaun
shearer,lambapügaja
shearing,pügamine
shearling,esimest korda pügatud lammas
shears,lambakäärid
shearwater,tormilind
sheath,kest
sheave,plokiratas
shebang,kupatus
she-bear,emakaru
shebeen,urgas
shed,valama
shedder,valaja
she-devil,naissaatan
sheeling,onn
sheen,läige
sheenly,eredalt
sheep,lammas
sheepback,moreeniküngas
sheepbiter,pikanäpumees
sheepcote,lambakuur
sheepdog,lambakoer
sheepfold,lambaaedik
sheepheaded,lambapäine
sheepherder,lambakarjus
sheepish,arglik
sheepishly,ujedalt
sheepishness,häbelikkus
sheepmaster,lambakasvataja
sheepshearer,lambapügaja
sheepskin,lambanahk
sheepsplit,nahkpael
sheer,õhuke
sheerlegs,saksid
sheet,lina
she-goat,kits
sheik,šeik
sheld,laiguline
shelf,riiul
shell,kest
shellback,merekaru
shelled,koorega
shellfish,koorikloom
shellproof,mürsukindel
shelter,varjend
shelter-in-place,kodune karantiin
sheltery,varjupakkuv
shelve,riiulile panema
shelving,riiulid
shenanigan,kelmustükk
shend,kahjustama
sheol,sheol
shepherd,lambur
sheriff,šerif
sherlock,Sherlock
sherpa,šerpa
shewel,hernehirmutis
shibboleth,hüüdlause
shield,kilp
shift,nihe
shifter,käigukang
shifting,haalamine
shillelagh,puunui
shilling,šilling
shilly-shally,kahevahel olema
shim,kiil
shimmer,helklema
shimmery,läiklev
shin,säär
shinbone,sääreluu
shindig,tantsupidu
shindy,mürgel
shine,särama
shingle,sindel
shining,särav
shiningly,säravalt
shiny,särav
ship,laev
shipborne,laeval veetav
shipboy,laevapoiss
shipbuilder,laevaehitaja
shipbuilding,laevaehitus
ship-building,laevaehitus
ship-chandler,laevavarustaja
shipload,laevatäis
shipmaster,laevajuht
shipment,tarne
shipowner,reeder
shipper,kaubasaatja
shipping,kohaletoimetus
shipshape,heas korras
ship-shape,tipp-topp
shipway,staapel
shipwork,laevatööd
shipworm,laevaoherdi
shipwreck,laevahukk
shipwrecked,laevahuku läbi teinud
shipyard,laevatehas
shirk,kõrvale hoidma
shirker,kõrvalehoiduja
shirt,särk
shirt-sleeve,pintsakuta
shirty,tujust ära
shit,sitt
shitcan,persse saatma
shiv,vedrunuga
shiver,värisema
shock,šokeerima
shock-headed,salkus
shockproof,põrutuskindel
shock-troops,rünnakrühm
shockwave,lööklaine
shoddily,räpakalt
shoddy,vilets
shoe,king
shoeblack,saapapuhastaja
shoebrush,kingahari
shoehorn,kingalusikas
shoelace,kingapael
shoelaces,kingapaelad
shoemaker,kingsepp
shoes,kingad
shoeshop,kingapood
shoestring,kingapael
shoetree,kingavormits
shoo,kõtt
shoot,tulistama
shooter,tulistaja
shooting,tulistamine
shootings,tulistamisjuhtum
shootout,tulevahetus
shop,pood
shop-floor,tsehh
shoplift,poest varastama
shoplifter,poevaras
shoplifting,poevargus
shopper,poeskäija
shopping,ostmine
shore,kallas
shoreline,rannajoon
shorewards,kalda poole
shorn,lambavillane
short,lühike
shortage,nappus
short-barreled,lühikese toruga
short-change,tahasiantava rahaga petmine
shortchange,vähem tagasi andma
shortcoming,puudus
shortcomings,puudujäägid
short-cut,otsetee
shortcut,otsetee
shorten,lühendama
shorter,lühem
shortest,lühim
shortfall,puudujääk
shorthand,kiirkiri
short-lived,lühiajaline
shortly,peagi
shortness,lühidus
shorts,lühikesed püksid
shortsighted,lühinägelik
short-sighted,lühinägelik
shortsightedly,lühinägelikult
short-sightedness,lühinägelikkus
short-sleeved,lühikeste varrukatega
short-term,lühiajaline
shot,lask
shotgun,püss
shot-putter,kuulitõukaja
shot-putting,kuulitõuge
should,peaks
shoulder,õlg
shoulder-bag,õlakott
shoulder-blade,abaluu
shoulder-length,õlani
shout,hüüdma
shouting,kisa
show,näitama
showbiz,meelelahutusäri
showcase,vitriin
shove,tõukama
shovel,labidas
shower,dušš
showmanship,esitlemiskunst
shown,näidatud
show-off,kiitleja
showpiece,tõmbenumber
showy,eputav
shrapnel,šrapnell
shred,riba
shredder,paberihunt
shrew,karihiir
shrewd,kaval
shrewdly,kavalalt
shrewdness,kavalus
shrewish,riiakas
shriek,kisendama
shrill,kriiskav
shrilly,kriiskavalt
shrimp,krevett
shrine,pühapaik
shrink,kokku tõmbuma
shrinkproof,kokkutõmbumiskindel
shrivel,krimpsu tõmbuma
shroud,surilina
shrouded,mähitud
shrub,põõsastik
shrug,õlgu kehitama
shrunken,kokkutõmbunud
shtick,leivanumber
shudder,judisema
shuffle,kaarte segama
shun,kõrvale jätma
shunpike,kõrvaltee
shunt,šunt
shunting,manööverdamine
shush,tss
shut,sulgema
shutdown,sulgemine
shut-in,voodihaige
shuttering,raketis
shutters,luugid
shuttle,süstik
shy,häbelik
shyly,ujedalt
shyness,häbelikkus
shyster,sahkerdaja
sialagogic,süljeeritust põhjustav
sibling,õde
siblings,õed-vennad
sibyl,sibüll
sic,ässitama
siccate,kuivaks muutma
sick,haiglane
sickbag,oksekott
sickbay,laatsaret
sickbed,haigevoodi
sicker,turvaline
sickle,sirp
sickliness,haiglaslikkus
sickly,ebaterve
sickness,haigus
sickroom,haigetuba
side,külg
side-aisle,külglööv
sidebar,kohtunikuga nõu pidamine
sideboard,puhvetkapp
sideboards,põskhabe
sideburns,põskhabe
side-by-side,külg külje vastas
side-door,külguks
side-effect,kõrvalnäht
side-glance,silmanurgast piilumine
sidekick,abiline
sidelight,külgtuli
sidelights,külgtuled
sidereal,sideeriline
siderite,sideriit
side-road,kõrvaltee
side-saddle,naistesadul
sidesplit,harkspagaat
sidewall,külgsein
sideward,külgsuunaline
sideways,küljelt küljele
side-wind,külgtuul
sidle,küljetsi liikuma
siege,piiramine
sienna,sieena
sierra,sierra
sieve,sõel
sift,sõeluma
sifter,sõel
sifting,sõelumine
sigh,ohe
sight,sihik
sighted,nägev
sighthole,vaateava
sighting,märkamine
sightly,nägus
sight-read,ettevalmistuseta tegema
sights,vaatamisväärsused
sightseeing,vaatamisväärsustega tutvumine
sigillaria,sigillaaria
sigillography,sfragistika
sigma,sigma
sign,märk
signal,signaal
signalize,märku andma
signaller,signalist
signalling,signaliseeriv
signatory,allakirjutanud
signature,allkiri
signboard,silt
signed,allkirjastatud
signet,pitsat
significance,olulisus
significant,oluline
significantly,oluliselt
significative,mõistaandev
signifier,tähistaja
signifying,tähistav
sign-painter,sildimaalija
signpost,teeviit
signposting,viidad
silage,silo
silen,sileaju
silence,vaikus
silencer,summuti
silent,vaikne
silently,vaikselt
silex,kvarts
silhouette,siluett
silica,ränikivi
silicate,silikaat
silicification,kivistumine
silicium,räni
silicone,silikoon
silk,siid
silk-cotton,kapokipuu
silkworm,siidiuss
silky,siidine
sill,lävepakk
sillimanite,sillimaniit
silliness,tobedus
silly,tobe
silo,silotorn
silphium,vaigulill
silt,setted
siltstone,aleuroliit
silver-embroidered,hõbedaga tikitud
silverfin,Euroopa nulg
silver-gray,hõbehall
silvering,hõbetamine
silvern,hõbedast
silver-plated,hõbetatud
silversmith,hõbesepp
silverware,hõbevara
silvery,hõbedane
silviculture,metsakasvatus
similar,sarnane
similarity,sarnasus
similarly,sarnaselt
simility,sarnasus
simmer,aeglasel tulel hoidma
simoleon,raha
simon-pure,kristallpuhas
simpatico,ühel meelel
simple,lihtne
simpleminded,lihtsameelne
simple-minded,lihtsameelne
simple-mindedness,lihtsameelsus
simpler,lihtsam
simplest,kõige lihtsam
simpleton,ullike
simplex,üheosaline
simplicity,lihtsus
simplification,lihtsustus
simplified,lihtsustatud
simplify,lihtsustama
simplism,ülelihtsustus
simplistic,lihtsakoeline
simply,lihtsalt
simulacrum,jäljend
simulate,simuleerima
simulated,teeseldud
simulation,simulatsioon
simulator,valmendi
simultane,simultaan
simultaneity,samaaegsus
simultaneous,üheaegne
simultaneously,samaaegselt
sin,patt
since,alates
sincere,siiras
sincerely,siiralt
sincerity,siirus
sincipital,otsmik
sinciput,eespea
sine,siinus
sinew,kõõlus
sinewy,sooniline
sinful,patune
sinfully,patuselt
sing,laulma
singe,kõrvetama
singer,laulja
single,üksainus
single-barrelled,üheraudne
single-cylinder,ühesilindriline
single-deck,ühetekiline
single-handedly,üksi
single-line,spetsialiseerunud
single-masted,ühemastiline
single-minded,visa
single-mindedness,visadus
single-screw,ühekruviline
single-seater,üheistmeline auto
single-stage,üheastmeline
single-step,üheastmeline
single-stranded,ühekiuline
singlet,särgik
singly,üksikult
singsong,laulev lugemine
singular,ainsus
singularity,ainulaadsus
singulary,singulaarne
sinister,halvaendeline, pahaendeline
sinistral,vasemakäeline
sinistrality,vasemakäelisus
sinistrally,vasema käega
sinistration,vasemale pöörduv
sink,kraanikauss
sinkers,võrgukivid
sinless,ühegi patuta
sinter,mineraalainete ladestus
sinuating,vonklev
sinuous,looklev
sinus,õõs
sinusitis,põsekoopapõletik
sinusoid,sinusoid
sip,väikest sõõmu võtma
sipid,maitserohke
sir,söör
sire,sigitama
sirocco,siroko
sisal,sisal
sissy,memmepoeg
sister,õde
-size,suurune
size,suurus
sizeable,kopsakas
sized,mõõdus
sizer,sorteerija
sizes,mõõdud
sizzle,särisema
sizzling,särisev
sizy,veniv
sit,istuma
sitcom,situatsioonikomöödia
site,sait
sitology,sitoloogia
sitophobia,toidujälestus
sitzbath,istevann
sitting,istuv
situate,asetama
situation,olukord
six,kuus
six-figured,kuuekohaline
sixpenny,kuuepennine
six-pointed,kuueharuline
sixteen,kuusteist
sixteenmo,kuueteistkümnendikformaat
sixteenth,kuueteistkümnes
sixth,kuues
sixthly,kuuendaks
sixtieth,kuuekümnes
sixty,kuuskümmend
sixty-eight,kuuskümmend kaheksa
sixty-five,kuuskümmend viis
sixty-four,kuuskümmend neli
sixty-nine,kuuskümmend üheksa
sixty-one,kuuskümmend üks
sixty-seven,kuuskümmend seitse
sixty-seventh,kuuekümne seitsmes
sixty-six,kuuskümmend kuus
sixty-three,kuuskümmend kolm
sixty-two,kuuskümmend kaks
six-wheeled,kuuerattaline
six-year-old,kuueaastane
skarn,skarn
skate,uisk
skateboard,rula
skateboarding,rulasõit
skatepark,rulapark
skater,uisutaja
skates,uisud
skating,suusatamine
skedaddle,plehku panema
skeezy,litsakas
skeg,kiilukand
skeletal,luustiku
skeleton,luukere
skepsis,mõtisklemine
skeptic,kahtleja
skeptical,skeptiline
skeptically,skeptiliselt
skepticism,skeptitsism
skerry,skäär
sketch,visand
sketchbook,visandivihik
sketchy,puudulik
skew,viltune
skewed,viltune
ski,suusk
skibob,suusabobi
skidding,libisev
skidoo,mootorkelk
skier,suusataja
skiff,lootsik
skiing,suusatamine
skill,oskus
skilled,oskuslik
skillet,pann
skillful,oskuslik
skillfully,oskuslikult
skillfulness,vilumus
skimmed,kooritud
skimmer,vahukulp
skimpy,kõhetu
skin,nahk
skincare,nahahooldus
skinhead,skinheed
skink,skink
skinker,baarimees
skinned,nülitud
skinnier,kondisem
skinning,nülgimine
skinny,kondine
skinny-dip,alasti ujuma minema
skinny-dipping,alasti ujumas käimine
skip,vahele jätma
skipping,vahele jätmine
skirl,torupilli mängima
skirmish,kokkupõrge
skirr,vihin
skirt,seelik
skirting,ümbritsev
skittish,peru
skittle,keeglikurikas
skive,nülgima
skiver,viilija
skulduggery,sigadus
skulk,hiilima
skulkingly,hiilivalt
skull,pealuu
skullcap,pigimüts
skunky,vastik
sky,taevas
skybald,tuulepea
skyline,siluett
sky-reaching,taevani ulatuv
skyrocketing,taevani küündiv
skyscraper,pilvelõhkuja
sky-scraper,pilvelõhkuja
skystone,taevakivi
skyward,ülespoole
skywards,ülespoole
slab,tahvel
slack,lõtk
slacken,lõdvestama
slag,räbu
slalom,slaalom
slam,slämm
slammer,pogri
slamming,slämming
slander,laimama
slanderer,laimaja
slanderous,laimav
slang,släng
slant,kallak
slanted,vildak
slap,laksu andma
slapdash,ripa-rapa
slaphappy,sundimatult lõbus
slapstick,tegevuskomöödia
slap-up,esmaklassiline
slashed,lõhkine
slate,paas
slater,katusepanija
slaty,kildaline
slaughter,veristama
slaughterhouse,tapamaja
slaughtering,tapatalg
slaughterman,lihunik
slaw,kapsasalat
slave,ori
slavedriver,orjapidaja
slaveowner,orjapidaja
slaver,ilastama
slavery,orjus
slavish,orjalik
slavishly,orjalikult
slay,tapma
slayer,tapja
sleazy,poolpidune
sled,kelk
sledge,kelk
sledgehammer,sepavasar
sleep,magama
sleeper,magaja
sleepily,uniselt
sleep-inducing,undtekitav
sleepiness,unisus
sleeping,magamine
sleepless,unetu
sleeplessly,unetult
sleeplessness,unetus
sleepwalker,uneskõndija
sleep-walker,kuutõbine
sleepy,unine
sleepyhead,unimüts
sleet,lobjakas
sleeve,käis
sleeveless,varrukateta
sleigh,saan
sleighing,kelgutamine
sleight,käteosavus
slender,sale
slenderness,saledus
sleuth,jälgi ajama
slew,slue
slewed,jokkis
slice,viil
sliced,hakitud
slice-of-life,igapäevaelu kajastus
slicer,viilutaja
slicing,viilutamine
slick,libe
slicker,vihmakeep
slickness,libedus
slide,liuglema
slider,kelk
slide-rule,lükati
sliding,libisev
slight,kerge
slightest,vähim
slightly,kergelt
slim,sale
slime,lima
slimming,kaalus alla võtmine
slimy,limane
sling,ling
slinky,väänlev
slip,libisema
slipcover,mööblikate
slipknot,aassõlm
slip-on,sviiter
slipover,sviiter
slipper,tuhvel
slippers,tuhvlid
slipperwort,kingalill
slippery,libe
slipsheet,portpaaž
slipshod,toatuhvlites
slipshoddiness,lohakus
slipstream,hõreda õhuga ala kiirelt liikuva objekti taga
slip-up,keelevääratus
slipway,elling
slit,pilu
slithy,libevintsklev
slob,kaltsakas
slobber,ilastama
slobberer,ilalõug
slobbery,ilane
sloe,laukapuu
slogan,loosung
slogger,tugeva löögiga poksija
sloop,luup
slop,pesuvesi
slope,nõlv
sloppy,mudane
slosh,pladistama
sloshed,jommis
slot,pilu
sloth,laiskus
slothful,laisk
slouch,längus olema
slouchily,lodevalt
slow,aeglane
slowdown,aeglustumine
slovenliness,kasimatus
slovenly,lohakas
slowly,aeglaselt
slow-motion,aegluup
slowness,aeglus
slowworm,vaskuss
slubber,ülejala tegema
slubberdegullion,närukael
slug,nälkjas
slugabed,unimüts
sluggard,venivillem
sluggish,uimane
sluggishly,loiult
sluice,lüüs
slum,slumm
slumber,tukastama
slumberland,unemaa
slumberous,unine
slumbers,uinak
slumbery,unine
slumgullion,ühepajatoit
slumism,slummistumine
slummy,slummistunud
slump,kössi tõmbuma
slumpy,mülkane
slums,slumm
slurp,luristama
slurpee,kokteil
slurpy,lurisev
slurred,lällav
slush,lobjakas
slushy,lörtsine
slut,lirva
sluttish,litsilööv
sly,kaval
slyly,salakavalalt
smack,mekk
smack-dab,otse
smacker,dollar
smackeroo,pirakas
smacking,värske
small,väike
small-arms,käsirelvad
small-caliber,väiksekaliibriline
smaller,väiksem
smallest,väikseim
smallholding,väikemaaomand
smallish,väikesevõitu
small-minded,väiklane
smallness,väiksus
smallpox,rõuged
small-scale,piiratud
small-time,tähtsusetu
small-timer,tähtsusetu tegelane
smarmy,võltsinnukas
smart,nutikas
smarter,kavalam
smartphone,nutitelefon
smash-and-grab,vitriiniröövimine
smashed,purustatud
smasher,purusti
smash-hit,menulugu
smear,määrima
smee,soopart
smegma,smegma
smell,lõhn
smelly,haisev
smelt,meritint
smile,naeratus
smiling,naeratav
smilingly,naeratavalt
smirk,irvitama
smite,maha lööma
smith,sepp
smithy,sepikoda
smock,kittelkleit
smog,sudu
smoke,suits
smoke-bomb,suitsupomm
smoker,sutsetaja
smoke-screen,suitsukate
smoke-stained,suitsunud
smoking,suitsetamine
smoking-room,suitsetamisruum
smoky,suitsune
smooch,musi
smoot,pragu
smooth,sile
smoothing,silumine
smoothly,sujuvalt
smoothness,sujuvus
smooth-running,tõrgeteta kulgev
s'more,vahukomm ja šokolaad kahe küpsise vahel
smorgasbord,suupistete laud
smoulder,miilama
smug,ennasttäis
smuggle,salakaupa vedama
smuggler,salakaubavedaja
smuggling,salakaubavedu
smugly,ennasttäis moel
smush,laiaks litsuma
smut,poriklomp
snack,suupiste
snag,katki rebima
snail,tigu
snail-paced,teosammul liikuv
snail-shell,teokarp
snail-slow,tiguaeglane
snake,madu
snakebite,maohammustus
snake-bitten,nõelata saanud
snakelike,usjas
snake-like,usjas
snakeskin,ussinahast
snap,katkema
snappy,särtsakas
snapshot,hetkepilt
snare,püünis
snarl,pundar
snarl-up,liiklusummik
snazzy,moekas
snatch,krabama
sneak,hiilima
sneaker,tennisking
sneakers,tennised
sneer,irvitama
sneering,põlglik
sneeze,aevastama
snick,sälk
snick-and-snee,noavõitlus
snicker,itsitama
snickersnee,pikk nuga
snide,ülbe
snidely,üleolevalt
snideness,ülbus
sniff,nuuskima
sniffle,nuutsatus
sniffles,kinnine nina
sniffy,ninakas
snifter,konjakiklaas
sniggering,kihistav
snipe,tikutaja
sniper,snaiper
snippet,väljavõte
snips,plekikäärid
snitch,sisse vehkima
snivel,vesistama
snivelling,viril
snob,snoob
snobbish,snoobilik
snobby,ennasttäis
snobism,snobism
snod,ponks
snog,kudrutama
snollygoster,petis
snool,lömitama
snoop,nuuskima
snoopy,nuuskiv
snooze,tukastama
snooty,ninakas
snore,norskama
snoring,norskamine
snorkel,hingamistoru
snort,puristama
snot,tatt
snotnose,tattnina
snot-nosed,tatise ninaga
snottery,jälkus
snout,kärss
snow,lumi
snowball,lumepall
snowblind,lumipime
snowboard,lumelaud
snowbound,lumme mattunud
snowbroth,sulalumi
snow-covered,lumega kaetud
snowdrift,lumehang
snowdrops,lumikellukesed
snowfall,sadanud lumi
snowfield,lumeväli
snowflake,lumehelves
snowless,lumetu
snowline,lumepiir
snowman,lumememm
snowmobile,mootorsaan
snowplough,lumesahk
snowshoe,lumesaabas
snowstorm,lumetorm
snowtube,lumerõngas
snowtubing,lumerõngasõit
snowy,lumine
snub,tõrjumine
snubby,ülbe
snubnose,nösunina
snub-nosed,nösuninaga
snuck,hiilima
snuff,nuusktubakas
snuffbox,nuusktubakatoos
snuffle,ninaga vedama
snug,hubane
snuggery,väike õdus tuba
snuggies,soe aluspesu
snuggle,vastu suruma
snugness,õdusus
snurge,kitupunn
so,nii
soak,leotama
soaked,ligunenud
so-and-so,niisugune ja naasugune
soap,seep
soapbark,kvillaaja
soapbox,seebikarp
soap-opera,seebiooper
soapwort,seebilill
soapworts,seebililled
soapy,seebine
soar,kõrgusesse tõusma
soaring,hüppeliselt tõusev
sob,nuuksuma
sober,kaine
sobering,kainestav
soberingly,kainestavalt
soberly,kainelt
sober-minded,kainelt mõtlev
sober-mindedly,kainelt
soberness,kainus
sobersided,tõsimeelne
sobriety,kainus
sobriquet,hüüdnimi
sob-stuff,kurblugu
so-called,niinimetatud
soccer,jalgpall
sociable,seltskondlik
social,sotsiaalne
socialise,suhtlema
socialism,sotsialism
socialist,sotsialistlik
socialize,suhtlema
socially,sotsiaalselt
societal,ühiskondlik
society,ühiskond
sociobiology,sotsiobioloogia
socioeconomic,sotsiaalmajanduslik
socio-economic,sotsiaalmajanduslik
sociolinguistics,sotsiolingvistika
sociological,sotsioloogiline
sociologist,sotsioloog
sociology,sotsioloogia
sociopathy,sotsiopaatia
socius,tuttav
sock,sokk
sockdolager,pettelöök
socket,pistikupesa
soda,sooda
sodden,vettinud
sodden-minded,nüri peaga
sodden-witted,tühm
soddy,mätasmaja
sodomite,sodomiit
sodomy,sodoomia
sofa,sohva
soft,pehme
softball,laptuu
soft-blowing,õrn
softbound,pehmeköiteline
soft-cover,pehmes köites
soften,pehmendama
softener,pehmendi
softening,pehmenemine
softer,pehmem
softest,kõige pehmem
soft-headed,jabur
